IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.5.99,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,141,10.27
8.218.201.73,2095,2095,FALSE,SJC,North America,San Jose,211,10.27
8.219.237.250,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,10.26
8.219.170.58,2096,2096,TRUE,SIN,Asia Pacific,Singapore,44,10.26
47.245.57.109,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,77,10.25
8.219.53.222,2082,2082,FALSE,SIN,Asia Pacific,Singapore,2,10.25
47.236.123.133,2053,2053,TRUE,SIN,Asia Pacific,Singapore,108,10.25
8.219.228.186,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,10.25
8.209.222.232,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,183,10.25
8.210.156.6,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,49,10.25
8.218.142.253,8880,8880,FALSE,SJC,North America,San Jose,197,10.25
8.222.154.50,2083,2083,TRUE,SIN,Asia Pacific,Singapore,71,10.25
47.236.7.246,80,80,FALSE,SIN,Asia Pacific,Singapore,19,10.25
8.219.209.14,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,10.24
8.219.201.245,80,80,FALSE,SIN,Asia Pacific,Singapore,12,10.24
47.236.168.17,2087,2087,TRUE,SIN,Asia Pacific,Singapore,75,10.24
8.219.170.58,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,10.24
8.219.201.8,2083,2083,TRUE,SIN,Asia Pacific,Singapore,97,10.24
8.219.236.8,2052,2052,FALSE,SIN,Asia Pacific,Singapore,22,10.24
8.219.104.242,2087,2087,TRUE,SIN,Asia Pacific,Singapore,73,10.22
47.245.54.197,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,171,10.22
8.219.63.193,8443,8443,TRUE,SIN,Asia Pacific,Singapore,109,10.22
47.245.14.160,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,169,10.22
47.245.29.126,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,172,10.22
47.236.144.196,8443,8443,TRUE,SIN,Asia Pacific,Singapore,73,10.22
47.236.176.144,80,80,FALSE,SIN,Asia Pacific,Singapore,18,10.22
8.222.159.252,2083,2083,TRUE,SIN,Asia Pacific,Singapore,83,10.22
8.218.207.169,2082,2082,FALSE,SJC,North America,San Jose,230,10.22
8.222.187.107,8080,8080,FALSE,SIN,Asia Pacific,Singapore,36,10.21
8.217.91.121,2096,2096,TRUE,SJC,North America,San Jose,246,10.21
8.219.42.72,2083,2083,TRUE,SIN,Asia Pacific,Singapore,93,10.21
8.219.113.27,2053,2053,TRUE,SIN,Asia Pacific,Singapore,99,10.21
47.236.173.200,2086,2086,FALSE,SIN,Asia Pacific,Singapore,36,10.21
47.236.23.135,80,80,FALSE,SIN,Asia Pacific,Singapore,22,10.21
8.217.85.14,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,78,10.21
8.219.201.8,80,80,FALSE,SIN,Asia Pacific,Singapore,5,10.21
8.219.84.102,2083,2083,TRUE,SIN,Asia Pacific,Singapore,182,10.2
8.222.175.78,2096,2096,TRUE,SIN,Asia Pacific,Singapore,142,10.2
47.236.125.62,2052,2052,FALSE,SIN,Asia Pacific,Singapore,108,10.2
8.219.152.195,2083,2083,TRUE,SIN,Asia Pacific,Singapore,108,10.2
8.219.98.13,80,80,FALSE,SIN,Asia Pacific,Singapore,15,10.2
8.219.194.170,2083,2083,TRUE,SIN,Asia Pacific,Singapore,131,10.2
8.219.134.63,80,80,FALSE,SIN,Asia Pacific,Singapore,28,10.19
47.245.9.99,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,226,10.18
47.245.12.38,80,80,FALSE,HKG,Asia Pacific,Hong Kong,184,10.18
47.245.12.38,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,253,10.18
47.245.15.236,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,164,10.18
8.219.209.14,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,10.18
47.236.166.184,2086,2086,FALSE,SIN,Asia Pacific,Singapore,203,10.18
8.219.215.12,8880,8880,FALSE,SIN,Asia Pacific,Singapore,18,10.18
47.245.40.55,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,160,10.17
47.236.169.15,2052,2052,FALSE,SIN,Asia Pacific,Singapore,51,10.17
8.219.100.168,2083,2083,TRUE,SIN,Asia Pacific,Singapore,101,10.17
8.218.149.193,2086,2086,FALSE,SJC,North America,San Jose,210,10.17
8.219.103.57,2096,2096,TRUE,SIN,Asia Pacific,Singapore,52,10.17
47.236.172.71,8443,8443,TRUE,SIN,Asia Pacific,Singapore,93,10.17
8.219.242.208,2087,2087,TRUE,SIN,Asia Pacific,Singapore,95,10.16
47.236.150.13,8880,8880,FALSE,SIN,Asia Pacific,Singapore,31,10.16
8.222.175.78,8443,8443,TRUE,SIN,Asia Pacific,Singapore,80,10.16
8.219.43.243,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,10.16
8.217.49.34,2083,2083,TRUE,SJC,North America,San Jose,213,10.16
8.219.78.1,2095,2095,FALSE,SIN,Asia Pacific,Singapore,13,10.15
47.245.126.151,2087,0,TRUE,SIN,Asia Pacific,Singapore,80,10.15
8.219.137.50,8080,8080,FALSE,SIN,Asia Pacific,Singapore,3,10.15
47.91.10.228,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,140,10.15
47.245.9.17,8880,8880,FALSE,SIN,Asia Pacific,Singapore,152,10.15
47.245.33.158,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,81,10.14
8.219.163.195,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,10.14
47.245.9.17,80,80,FALSE,HKG,Asia Pacific,Hong Kong,164,10.13
47.245.57.109,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,163,10.13
47.74.34.135,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,71,10.13
8.219.126.3,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,10.13
47.245.15.236,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,190,10.13
8.219.67.133,2087,2087,TRUE,SIN,Asia Pacific,Singapore,128,10.13
8.222.154.227,2053,2053,TRUE,SIN,Asia Pacific,Singapore,62,10.13
8.222.164.209,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,10.13
8.219.140.63,2082,2082,FALSE,SIN,Asia Pacific,Singapore,42,10.12
